sport,bookmaker,team,odds,implied_prob,record
NFL,betmgm,Philadelphia Eagles,850,0.10526315789473684,11-6
NFL,betmgm,Buffalo Bills,1000,0.09090909090909091,12-5
NFL,betmgm,New England Patriots,1000,0.09090909090909091,14-3
NFL,betmgm,Houston Texans,1300,0.07142857142857142,12-5
NFL,betmgm,Jacksonville Jaguars,1500,0.0625,13-4
NFL,betmgm,Chicago Bears,2200,0.043478260869565216,11-6
NFL,betmgm,Green Bay Packers,2200,0.043478260869565216,9-7-1
NFL,betmgm,San Francisco 49ers,2800,0.034482758620689655,12-5
NFL,betmgm,Los Angeles Chargers,3000,0.03225806451612903,11-6
NFL,betmgm,Pittsburgh Steelers,5000,0.0196078431372549,10-7
NFL,betmgm,Carolina Panthers,20000,0.004975124378109453,8-9
NFL,lowvig,Seattle Seahawks,375,0.21052631578947367,14-3
NFL,lowvig,Los Angeles Rams,440,0.18518518518518517,12-5
NFL,lowvig,Denver Broncos,700,0.125,14-3
NFL,lowvig,Philadelphia Eagles,850,0.10526315789473684,11-6
NFL,lowvig,Buffalo Bills,900,0.1,12-5
NFL,lowvig,New England Patriots,1000,0.09090909090909091,14-3
NFL,lowvig,Houston Texans,1200,0.07692307692307693,12-5
NFL,lowvig,Jacksonville Jaguars,1400,0.06666666666666667,13-4
NFL,lowvig,Chicago Bears,2200,0.043478260869565216,11-6
NFL,lowvig,Green Bay Packers,2200,0.043478260869565216,9-7-1
NFL,lowvig,San Francisco 49ers,2500,0.038461538461538464,12-5
NFL,lowvig,Los Angeles Chargers,3300,0.029411764705882353,11-6
NFL,lowvig,Pittsburgh Steelers,5000,0.0196078431372549,10-7
NFL,lowvig,Carolina Panthers,17500,0.005681818181818182,8-9
